frames,r11,r21,r31,r12,r22,r32,r13,r23,r33,roll,pitch,yaw,q1,q2,q3,q4,u1,u2,u3,angle,Sx,Sy,Sz,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z
6003,0.99957,0.018018,0.022938,-0.012561,0.97564,-0.21901,-0.026326,0.21863,0.97545,12.655,1.3144,-1.0327,0.11009,0.012393,-0.0076925,0.99381,0.99134,0.11159,-0.069267,12.752,-6.1982,85.941,-746.33,-0.0092655,0.15155,-0.77374,-0.065297,0.15302,-0.83437,-0.026124,0.15468,-0.84545,0.051443,0.14733,-0.81369
6353,0.99962,0.017278,0.021398,-0.011721,0.97147,-0.23689,-0.024881,0.23655,0.9713,13.706,1.2261,-0.99024,0.11922,0.011654,-0.0073025,0.99277,0.99341,0.097107,-0.060848,13.786,-1.937,86.431,-740.25,-0.0048451,0.15151,-0.76891,-0.06094,0.15197,-0.82947,-0.021762,0.1533,-0.84059,0.055783,0.14657,-0.80866
6355,0.99958,0.019017,0.021757,-0.012788,0.96631,-0.25707,-0.025912,0.25669,0.96615,14.9,1.2467,-1.0899,0.12955,0.01202,-0.0080196,0.99147,0.99384,0.092213,-0.061524,14.979,-2.1534,87.627,-742.08,-0.0053421,0.15213,-0.77198,-0.06141,0.15118,-0.83263,-0.022237,0.15248,-0.84367,0.055295,0.1463,-0.8117
6358,0.99952,0.022907,0.021002,-0.016123,0.95995,-0.27971,-0.026569,0.27924,0.95985,16.247,1.2034,-1.3129,0.14117,0.012014,-0.0098576,0.98986,0.994,0.084596,-0.069408,16.33,-2.6952,88.64,-745.14,-0.0062295,0.15244,-0.77648,-0.062291,0.14982,-0.83707,-0.023159,0.15108,-0.84816,0.054432,0.1458,-0.81605
6459,0.99993,0.010335,0.0057963,-0.0087238,0.97313,-0.23011,-0.0080187,0.23005,0.97315,13.304,0.33211,-0.59216,0.11582,0.0034772,-0.004797,0.99325,0.99869,0.029983,-0.041363,13.319,-2.7548,86.099,-734.73,-0.0058759,0.15143,-0.76279,-0.062944,0.15261,-0.82252,-0.023941,0.1539,-0.83421,0.054077,0.14621,-0.80374
6462,0.99986,0.012656,-0.010737,-0.01474,0.97449,-0.22393,0.0076292,0.22406,0.97455,12.941,-0.61521,-0.72522,0.11272,-0.0046212,-0.0068933,0.99359,0.9973,-0.040887,-0.06099,12.979,-1.5217,85.635,-734.58,-0.0055174,0.15118,-0.76203,-0.063582,0.15249,-0.82083,-0.024783,0.15412,-0.8331,0.053736,0.14618,-0.8039
6465,0.99935,0.0099829,-0.034697,-0.017332,0.97569,-0.21848,0.031672,0.21894,0.97522,12.628,-1.9884,-0.57233,0.11004,-0.016697,-0.0068717,0.99376,0.98681,-0.14973,-0.061621,12.805,-0.58166,85.254,-734.07,-0.0047502,0.1509,-0.76126,-0.064171,0.15278,-0.81859,-0.025699,0.15417,-0.8318,0.053481,0.14615,-0.80451
6467,0.99852,0.0080072,-0.053716,-0.019498,0.97599,-0.21695,0.050689,0.21768,0.9747,12.549,-3.0792,-0.45945,0.10936,-0.026268,-0.0069203,0.99363,0.97051,-0.23313,-0.061416,12.94,0.31864,85.063,-733.54,-0.0040824,0.15072,-0.76066,-0.064595,0.15285,-0.81684,-0.02636,0.15407,-0.83086,0.053323,0.14601,-0.80506
6469,0.99724,0.006056,-0.073949,-0.022086,0.97571,-0.21793,0.070834,0.21896,0.97316,12.623,-4.2409,-0.34794,0.10997,-0.036442,-0.0070832,0.99324,0.94747,-0.31398,-0.061029,13.33,1.7467,85.285,-733.01,-0.0033476,0.15096,-0.75995,-0.065009,0.15303,-0.81494,-0.027062,0.15435,-0.82972,0.053098,0.1459,-0.80555
6471,0.9956,0.0082611,-0.093332,-0.027631,0.97769,-0.20821,0.08953,0.20987,0.97362,12.071,-5.3553,-0.47541,0.10522,-0.046022,-0.0090332,0.99334,0.91338,-0.39949,-0.078413,13.23,3.1802,84.642,-733.31,-0.0027007,0.1506,-0.7594,-0.065412,0.15302,-0.81316,-0.02775,0.15466,-0.82851,0.052851,0.14593,-0.80594
6473,0.99364,0.007399,-0.11232,-0.030883,0.97747,-0.20882,0.10824,0.21096,0.97148,12.131,-6.4489,-0.42663,0.10571,-0.05554,-0.0096399,0.9928,0.88238,-0.46361,-0.080468,13.761,3.9247,84.67,-732.59,-0.0022392,0.15057,-0.75877,-0.065994,0.15304,-0.81134,-0.028624,0.15451,-0.82751,0.052381,0.14592,-0.80649
6475,0.99102,0.010124,-0.13335,-0.037139,0.97874,-0.2017,0.12847,0.20484,0.97033,11.743,-7.6632,-0.58528,0.10241,-0.065951,-0.011905,0.99248,0.83675,-0.53888,-0.097275,14.06,4.8833,84.386,-732.67,-0.0020218,0.15045,-0.75823,-0.066872,0.15311,-0.80941,-0.029851,0.15481,-0.8263,0.051629,0.14618,-0.80709
6477,0.98829,0.011519,-0.15217,-0.042166,0.97894,-0.19974,0.14667,0.20382,0.96796,11.66,-8.7527,-0.6678,0.10172,-0.075322,-0.013531,0.99187,0.7991,-0.59173,-0.1063,14.626,5.3501,84.411,-732.21,-0.0018984,0.15045,-0.75773,-0.067671,0.15319,-0.80759,-0.030976,0.15478,-0.8253,0.050834,0.14647,-0.80756
6480,0.98444,0.013691,-0.17521,-0.048587,0.9793,-0.19647,0.16889,0.20193,0.96473,11.511,-10.091,-0.79676,0.1005,-0.086805,-0.01571,0.99102,0.75155,-0.64913,-0.11748,15.37,6.6632,84.333,-732.07,-0.0014385,0.15045,-0.75715,-0.068387,0.15311,-0.80549,-0.032123,0.15492,-0.82398,0.050092,0.14657,-0.80816
6483,0.981,0.013761,-0.19351,-0.052188,0.97943,-0.19492,0.18685,0.20131,0.96154,11.459,-11.158,-0.80364,0.10004,-0.096031,-0.01665,0.9902,0.71626,-0.68757,-0.11921,16.057,7.8479,84.301,-732.03,-0.00098272,0.15048,-0.75668,-0.068864,0.15306,-0.8038,-0.032919,0.1551,-0.82294,0.049543,0.14644,-0.80873
6486,0.97654,0.013717,-0.21491,-0.056476,0.97935,-0.19412,0.2078,0.2017,0.95715,11.465,-12.41,-0.80475,0.10005,-0.10685,-0.017742,0.98907,0.67854,-0.72464,-0.12033,16.958,8.1965,84.271,-731.37,-0.00069668,0.15035,-0.75627,-0.069611,0.15312,-0.80189,-0.03409,0.15476,-0.82189,0.04871,0.14665,-0.80941
6488,0.97225,0.016436,-0.23336,-0.061923,0.98003,-0.18896,0.2256,0.19817,0.95385,11.206,-13.495,-0.96848,0.09794,-0.11611,-0.019824,0.9882,0.63934,-0.75796,-0.12941,17.624,9.1973,84.171,-731.62,-0.00053373,0.15038,-0.75584,-0.070293,0.1531,-0.80015,-0.035192,0.1551,-0.82075,0.047823,0.1468,-0.80993
6490,0.96689,0.016983,-0.25464,-0.066814,0.97983,-0.18835,0.2463,0.19913,0.94852,11.231,-14.752,-1.0063,0.098163,-0.12691,-0.021229,0.98682,0.60654,-0.78416,-0.13117,18.628,9.9953,84.084,-731.26,-0.00013242,0.15023,-0.75551,-0.070885,0.15295,-0.79827,-0.036197,0.15479,-0.8197,0.047019,0.14679,-0.81062
6492,0.96029,0.018364,-0.27838,-0.072042,0.98031,-0.18385,0.26953,0.1966,0.94271,11.035,-16.164,-1.0955,0.096531,-0.13902,-0.022939,0.98531,0.56519,-0.81396,-0.13431,19.668,11.443,83.926,-731.79,0.00050167,0.15017,-0.7554,-0.071226,0.15287,-0.79638,-0.037109,0.15496,-0.81859,0.046335,0.14677,-0.81166
6494,0.95298,0.018079,-0.30249,-0.076323,0.98036,-0.18186,0.29326,0.19639,0.93564,10.999,-17.607,-1.0869,0.096151,-0.15144,-0.023997,0.98349,0.53128,-0.83676,-0.13259,20.854,12.919,84.042,-732.15,0.0013114,0.15031,-0.75536,-0.071441,0.153,-0.79452,-0.037883,0.15516,-0.81762,0.045667,0.14683,-0.81278
6496,0.94548,0.016572,-0.32526,-0.080228,0.97978,-0.18329,0.31564,0.19939,0.92769,11.176,-18.981,-1.0041,0.097479,-0.16325,-0.024657,0.98145,0.50841,-0.85146,-0.1286,22.108,14.03,84.169,-731.95,0.0021294,0.15032,-0.75536,-0.071606,0.15303,-0.79282,-0.038589,0.15488,-0.81671,0.045054,0.14681,-0.81378
