frames,r11,r21,r31,r12,r22,r32,r13,r23,r33,roll,pitch,yaw,q1,q2,q3,q4,u1,u2,u3,angle,Sx,Sy,Sz,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z
3801,0.99449,-0.082027,0.06535,0.08722,0.99289,-0.081043,-0.058237,0.086296,0.99457,4.6585,3.7469,4.7152,0.04193,0.030967,0.042408,0.99774,0.62398,0.46084,0.63109,7.706,15.929,161.84,-744.64,0.025176,0.23445,-0.77734,-0.030521,0.23713,-0.8381,0.040464,0.23002,-0.83415,0.087753,0.22365,-0.81587
3954,0.99447,-0.09206,0.050533,0.095913,0.99217,-0.080014,-0.042771,0.084418,0.99551,4.5953,2.8966,5.2889,0.0412,0.023378,0.047099,0.99777,0.61677,0.34997,0.70507,7.6604,15.256,162.51,-737.9,0.024594,0.23514,-0.77054,-0.031951,0.23841,-0.83051,0.038951,0.23076,-0.82762,0.086496,0.22372,-0.81022
3982,0.99573,-0.08577,0.034112,0.088222,0.99301,-0.078436,-0.027146,0.08111,0.99634,4.5013,1.9548,4.9232,0.039961,0.015343,0.043579,0.99813,0.65418,0.25117,0.71341,7.0043,14.199,162.79,-733.68,0.022361,0.2356,-0.76621,-0.035235,0.23858,-0.8253,0.035804,0.23155,-0.82349,0.083639,0.22463,-0.80688
3994,0.9968,-0.077745,0.018559,0.078978,0.99374,-0.079044,-0.012297,0.080257,0.9967,4.5344,1.0634,4.4597,0.039889,0.0077264,0.039243,0.9984,0.70615,0.13678,0.69472,6.4765,13.563,163.31,-736.91,0.020874,0.23616,-0.76955,-0.037639,0.23886,-0.82778,0.033411,0.23219,-0.82704,0.08155,0.22584,-0.81102
4018,0.99702,-0.076866,0.0068882,0.077174,0.99272,-0.092451,0.00026835,0.092707,0.99569,5.3048,0.39467,4.4086,0.046374,0.001658,0.03858,0.99818,0.76846,0.027474,0.63931,6.9195,15.218,164.48,-743.5,0.022176,0.2369,-0.77715,-0.037046,0.23891,-0.83463,0.034008,0.23217,-0.83473,0.082353,0.22616,-0.81921
4032,0.99671,-0.07953,-0.015517,0.077835,0.99294,-0.089554,0.022529,0.088052,0.99586,5.1386,-0.88907,4.5621,0.044482,-0.0095287,0.039413,0.99819,0.73903,-0.15831,0.65481,6.9014,17.341,164.21,-743.35,0.023718,0.23678,-0.77681,-0.036719,0.23919,-0.83292,0.03427,0.2323,-0.83472,0.082992,0.22604,-0.82034
4034,0.99615,-0.08099,-0.03341,0.077812,0.99313,-0.087417,0.04026,0.084481,0.99561,5.0178,-1.9146,4.6481,0.043056,-0.018452,0.039776,0.99811,0.70064,-0.30027,0.64726,7.0464,18.798,163.98,-743.9,0.024667,0.23666,-0.77721,-0.036749,0.23934,-0.83221,0.034192,0.23237,-0.83523,0.083096,0.22598,-0.82179
4036,0.99525,-0.081516,-0.053302,0.076785,0.99338,-0.08547,0.059916,0.080971,0.99491,4.9101,-3.0554,4.6824,0.041696,-0.028363,0.039657,0.99794,0.64994,-0.44211,0.61815,7.3565,20.665,163.56,-744.81,0.025739,0.23639,-0.77792,-0.036757,0.23918,-0.83169,0.03411,0.23237,-0.83609,0.083274,0.22573,-0.82371
4038,0.99373,-0.083378,-0.074484,0.076572,0.993,-0.089986,0.081465,0.083719,0.99315,5.1772,-4.2716,4.7961,0.043536,-0.039086,0.040089,0.99748,0.61384,-0.5511,0.56524,8.1341,22.213,163.77,-745.37,0.026698,0.2365,-0.77879,-0.036968,0.23924,-0.83126,0.033797,0.23229,-0.83726,0.083201,0.2256,-0.82599
4040,0.99191,-0.082322,-0.096664,0.072792,0.99249,-0.098289,0.10403,0.090457,0.99045,5.6673,-5.5471,4.7443,0.047336,-0.050332,0.038901,0.99685,0.59698,-0.63476,0.4906,9.0958,23.769,164.34,-745.96,0.027449,0.23683,-0.77998,-0.037385,0.23919,-0.83096,0.033254,0.2322,-0.83859,0.082923,0.22575,-0.82841
