frames,r11,r21,r31,r12,r22,r32,r13,r23,r33,roll,pitch,yaw,q1,q2,q3,q4,u1,u2,u3,angle,Sx,Sy,Sz,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z
4302,1.0,0.00035646,-0.0028422,-0.00029165,0.99974,0.022771,0.0028496,-0.02277,0.99974,-1.3048,-0.16285,-0.020424,-0.011386,-0.001423,-0.00016204,0.99993,-0.99218,-0.124,-0.01412,1.3151,-5.4796,101.47,-646.07,-0.0054692,0.13735,-0.64059,-0.058584,0.16289,-0.69869,0.011407,0.15378,-0.69496,0.056405,0.14176,-0.67815
4333,0.99998,0.0057028,-0.0023729,-0.0056045,0.9992,0.039563,0.0025966,-0.039549,0.99921,-2.2674,-0.13595,-0.32675,-0.019782,-0.0012426,-0.0028274,0.9998,-0.98803,-0.062063,-0.14122,2.2945,-6.23,100.37,-644.73,-0.0064242,0.13616,-0.63864,-0.059673,0.1624,-0.6964,0.010343,0.15361,-0.69272,0.055388,0.14153,-0.67612
4565,0.99974,0.011941,-0.019658,-0.011195,0.99923,0.037628,0.020093,-0.037398,0.9991,-2.1568,-1.1264,-0.68429,-0.018761,-0.0099402,-0.0057852,0.99976,-0.85255,-0.45171,-0.2629,2.5219,-7.6974,100.61,-644.79,-0.0080867,0.1364,-0.63876,-0.062499,0.1621,-0.69568,0.0076378,0.15389,-0.69315,0.053056,0.14201,-0.67735
4571,0.99921,0.014824,-0.03685,-0.013506,0.99927,0.035748,0.037353,-0.035223,0.99868,-2.0501,-2.1118,-0.84995,-0.017749,-0.018557,-0.0070851,0.99965,-0.6663,-0.69664,-0.26597,3.0529,-6.9334,100.74,-644.93,-0.0073441,0.13655,-0.63897,-0.062778,0.16192,-0.69498,0.0074116,0.15398,-0.69367,0.053131,0.14224,-0.67864
4578,0.99835,0.015487,-0.055323,-0.013534,0.99928,0.0355,0.055833,-0.034693,0.99784,-2.0376,-3.1714,-0.88873,-0.017558,-0.027805,-0.0072593,0.99943,-0.52138,-0.82565,-0.21556,3.8598,-5.4974,100.72,-645.09,-0.0057593,0.13653,-0.63915,-0.062256,0.16193,-0.69414,0.0079586,0.15391,-0.69414,0.053936,0.1423,-0.67989
4589,0.99728,0.016088,-0.071862,-0.014068,0.99949,0.028521,0.072285,-0.027433,0.99701,-1.6386,-4.121,-0.9242,-0.014,-0.036065,-0.0075449,0.99922,-0.35518,-0.91499,-0.19142,4.5178,-4.4432,101.08,-645.63,-0.0045879,0.13694,-0.63995,-0.061958,0.16193,-0.69409,0.0082288,0.15388,-0.69527,0.054442,0.14254,-0.68175
4597,0.99586,0.021307,-0.088356,-0.018211,0.9992,0.035695,0.089046,-0.033938,0.99545,-2.0537,-5.069,-1.2257,-0.017429,-0.044403,-0.0098911,0.99881,-0.35777,-0.91147,-0.20304,5.5847,-3.9252,101.01,-646.47,-0.0041615,0.13682,-0.64054,-0.062569,0.1619,-0.6936,0.0076133,0.15422,-0.69594,0.054114,0.14293,-0.68316
4602,0.99405,0.021875,-0.10668,-0.018488,0.9993,0.032631,0.10732,-0.030464,0.99376,-1.8807,-6.1238,-1.2606,-0.015799,-0.053584,-0.010107,0.99839,-0.27829,-0.94385,-0.17803,6.5091,-3.0264,101.14,-646.63,-0.0032256,0.13697,-0.64081,-0.062648,0.16179,-0.69291,0.007529,0.15422,-0.69649,0.054227,0.14297,-0.68456
4607,0.99163,0.025393,-0.12661,-0.021543,0.99927,0.031681,0.12732,-0.028689,0.99145,-1.8302,-7.2735,-1.4669,-0.015126,-0.063621,-0.01176,0.99779,-0.22765,-0.95752,-0.17699,7.6195,-1.9041,101.29,-647.1,-0.0020805,0.13713,-0.64133,-0.062589,0.16168,-0.6922,0.00751,0.15432,-0.69725,0.054464,0.14334,-0.68629
4611,0.98861,0.02924,-0.14762,-0.024662,0.99916,0.032752,0.14845,-0.028738,0.9885,-1.8977,-8.4889,-1.6941,-0.015418,-0.074238,-0.013516,0.99703,-0.20019,-0.96391,-0.17549,8.8343,-0.83655,101.34,-647.75,-0.0010183,0.13717,-0.64196,-0.062693,0.16155,-0.69157,0.0072651,0.15442,-0.69804,0.054497,0.1436,-0.68801
