frames,r11,r21,r31,r12,r22,r32,r13,r23,r33,roll,pitch,yaw,q1,q2,q3,q4,u1,u2,u3,angle,Sx,Sy,Sz,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z
5851,0.9995,-0.024344,0.020054,0.027319,0.98596,-0.16472,-0.015762,0.16519,0.98614,9.483,1.1491,1.3952,0.082772,0.0089858,0.012962,0.99644,0.98233,0.10664,0.15383,9.6671,2.4267,141.38,-561.58,-0.0049706,0.19427,-0.58653,-0.05942,0.20309,-0.64809,-0.019648,0.20416,-0.65795,0.056927,0.19392,-0.6247
6041,0.99956,-0.021607,0.020225,0.02497,0.98253,-0.18443,-0.015887,0.18486,0.98264,10.63,1.1589,1.2383,0.092733,0.009068,0.011696,0.99558,0.9875,0.096564,0.12455,10.777,1.5234,143.5,-565.83,-0.0058713,0.19584,-0.5919,-0.060308,0.20336,-0.65352,-0.020543,0.2042,-0.66342,0.056003,0.19498,-0.62993
6045,0.99966,-0.019618,0.017312,0.022724,0.97895,-0.20285,-0.012968,0.20317,0.97906,11.705,0.99193,1.1242,0.10205,0.0076102,0.010642,0.99469,0.99188,0.07397,0.10344,11.81,1.6978,144.66,-567.27,-0.0059996,0.19652,-0.59422,-0.060632,0.20273,-0.6558,-0.020948,0.20357,-0.66586,0.05577,0.19494,-0.63252
6070,0.99972,-0.01841,0.014914,0.021243,0.97523,-0.22016,-0.010492,0.22041,0.97535,12.72,0.85457,1.055,0.11083,0.0063915,0.0099755,0.99377,0.99434,0.057341,0.089495,12.799,1.4933,145.86,-569.07,-0.0064372,0.19723,-0.59686,-0.061205,0.20225,-0.65831,-0.021534,0.20304,-0.66852,0.055303,0.19494,-0.63529
6073,0.99971,-0.019979,0.013556,0.022625,0.9712,-0.23719,-0.0084264,0.23743,0.97137,13.722,0.77671,1.1449,0.11952,0.0055356,0.010729,0.99276,0.99494,0.04608,0.089309,13.799,1.8165,147.0,-569.87,-0.0060777,0.1979,-0.59854,-0.060968,0.20194,-0.66,-0.021303,0.20249,-0.67035,0.055551,0.19482,-0.63706
6088,0.99976,-0.019877,0.0086536,0.020952,0.98841,-0.15033,-0.0055653,0.15047,0.9886,8.6462,0.49582,1.139,0.075419,0.0035651,0.010237,0.99709,0.98983,0.04679,0.13436,8.7397,2.1893,142.21,-561.64,-0.0056898,0.19543,-0.58573,-0.06084,0.20492,-0.64654,-0.021207,0.20628,-0.6568,0.055761,0.19597,-0.62454
6090,0.99975,-0.020549,0.0087367,0.021522,0.99104,-0.13183,-0.0059495,0.13198,0.99123,7.5754,0.50058,1.1775,0.066101,0.0036798,0.010542,0.99775,0.98603,0.054892,0.15725,7.6876,1.7782,140.74,-559.88,-0.0059587,0.19439,-0.58303,-0.061061,0.20508,-0.64366,-0.021439,0.20653,-0.65387,0.05553,0.19571,-0.62182
6107,0.99979,-0.020504,0.001341,0.020442,0.98588,-0.16618,0.0020853,0.16617,0.98609,9.5657,0.076833,1.1749,0.083382,-0.00018673,0.010273,0.99646,0.99249,-0.0022227,0.12228,9.6385,2.5047,142.47,-561.48,-0.0054154,0.19529,-0.58641,-0.06103,0.20391,-0.64694,-0.02148,0.20499,-0.65756,0.05574,0.19526,-0.62574
6248,0.99982,-0.013003,-0.013585,0.01036,0.98376,-0.17921,0.015694,0.17904,0.98372,10.325,-0.77837,0.74513,0.089931,-0.0073499,0.0058648,0.9959,0.99458,-0.081285,0.06486,10.376,2.5355,143.51,-565.55,-0.0062139,0.19594,-0.59102,-0.062765,0.20332,-0.65076,-0.023391,0.2046,-0.66197,0.0544,0.19581,-0.63121
6252,0.99972,-0.01165,-0.020764,0.0072035,0.97924,-0.20259,0.022693,0.20238,0.97904,11.691,-1.1898,0.66765,0.10178,-0.010922,0.0047383,0.99474,0.99323,-0.10658,0.046239,11.763,2.7201,145.1,-567.42,-0.0062257,0.19689,-0.59411,-0.063185,0.2028,-0.6535,-0.023935,0.2038,-0.66514,0.054075,0.19598,-0.63466
