frames,r11,r21,r31,r12,r22,r32,r13,r23,r33,roll,pitch,yaw,q1,q2,q3,q4,u1,u2,u3,angle,Sx,Sy,Sz,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z
4002,0.99851,-0.03629,-0.040781,0.026614,0.97586,-0.21675,0.047662,0.21534,0.97537,12.529,-2.3372,2.0814,0.10871,-0.022251,0.015826,0.9937,0.96987,-0.19852,0.14119,12.871,-12.609,151.83,-864.02,-0.015549,0.1999,-0.90961,-0.072894,0.19808,-0.96912,-0.033915,0.19622,-0.98102,0.043937,0.18837,-0.94991
4047,0.99746,-0.041728,-0.057641,0.028506,0.9765,-0.21362,0.0652,0.21144,0.97521,12.356,-3.3044,2.3955,0.10695,-0.030907,0.017671,0.99363,0.94881,-0.2742,0.15677,12.944,-11.524,151.55,-863.63,-0.01477,0.19971,-0.90911,-0.073104,0.19853,-0.9676,-0.034293,0.19631,-0.98025,0.043978,0.18819,-0.95028
4056,0.99605,-0.04729,-0.075158,0.03044,0.97695,-0.21129,0.083418,0.20817,0.97453,12.233,-4.3103,2.7182,0.10556,-0.039907,0.019561,0.99342,0.92164,-0.34843,0.17079,13.153,-10.056,151.35,-864.05,-0.013622,0.19957,-0.90943,-0.072931,0.19901,-0.96685,-0.034368,0.1964,-0.9802,0.044327,0.18803,-0.95152
4139,0.99676,-0.037458,-0.071149,0.022738,0.98005,-0.19743,0.077125,0.19517,0.97773,11.416,-4.08,2.1522,0.098713,-0.037281,0.015135,0.9943,0.92603,-0.34973,0.14198,12.239,-11.94,150.98,-863.1,-0.015895,0.19988,-0.90772,-0.074932,0.19951,-0.96544,-0.036292,0.19761,-0.97851,0.042349,0.18928,-0.94974
4176,0.99509,-0.048651,-0.086229,0.030895,0.98003,-0.19642,0.094063,0.19279,0.97672,11.37,-4.9467,2.799,0.097893,-0.045347,0.020007,0.99396,0.89216,-0.41328,0.18234,12.599,-9.3645,150.59,-864.6,-0.013504,0.19963,-0.90905,-0.073394,0.19998,-0.96588,-0.035018,0.19774,-0.97951,0.04399,0.18838,-0.95183
4288,0.99399,-0.060207,-0.09148,0.042583,0.98207,-0.18365,0.1009,0.17865,0.97872,10.628,-5.2488,3.4663,0.091094,-0.048368,0.025844,0.99433,0.85673,-0.4549,0.24306,12.207,-6.8061,149.99,-859.51,-0.010576,0.1997,-0.90324,-0.07074,0.20153,-0.95982,-0.032445,0.19904,-0.97364,0.046556,0.18821,-0.94666
4294,0.99371,-0.066287,-0.090234,0.047033,0.97849,-0.20085,0.10161,0.19535,0.97546,11.635,-5.177,3.8163,0.099705,-0.048277,0.028517,0.99344,0.87163,-0.42204,0.2493,13.137,-6.5609,150.88,-860.15,-0.0098993,0.19972,-0.90489,-0.070013,0.20095,-0.96142,-0.031713,0.19782,-0.97533,0.047161,0.18743,-0.94791
4328,0.99169,-0.075969,-0.10386,0.053377,0.97727,-0.20518,0.11708,0.19793,0.9732,11.905,-5.9613,4.3807,0.10151,-0.055639,0.032573,0.99274,0.84414,-0.46267,0.27086,13.814,-4.9182,151.48,-862.05,-0.0084907,0.20022,-0.90687,-0.069443,0.20177,-0.96264,-0.031334,0.1983,-0.97703,0.047799,0.18717,-0.95071
4338,0.98956,-0.082725,-0.11801,0.058358,0.97872,-0.19672,0.13177,0.18778,0.97333,11.426,-6.7773,4.7787,0.096835,-0.062907,0.035531,0.99267,0.8015,-0.52068,0.29409,13.879,-3.4879,151.13,-863.11,-0.0072912,0.20032,-0.90741,-0.068918,0.20287,-0.96227,-0.031044,0.19925,-0.97712,0.048366,0.18725,-0.95196
4341,0.98674,-0.088087,-0.13634,0.059905,0.97827,-0.1985,0.15086,0.1877,0.97057,11.559,-7.8358,5.1013,0.097338,-0.072383,0.037299,0.99191,0.767,-0.57037,0.29391,14.582,-1.9304,151.09,-862.98,-0.0062594,0.20025,-0.90727,-0.06892,0.20312,-0.96099,-0.031314,0.19924,-0.97662,0.048469,0.18689,-0.95288
4344,0.98371,-0.089749,-0.15573,0.057941,0.9785,-0.19792,0.17015,0.18567,0.96777,11.558,-8.9592,5.2129,0.096749,-0.082192,0.03725,0.99121,0.73128,-0.62125,0.28155,15.205,-0.23936,151.16,-862.6,-0.0053402,0.20042,-0.9067,-0.069013,0.2035,-0.95919,-0.031757,0.19959,-0.97552,0.048449,0.18702,-0.95341
4348,0.98012,-0.09336,-0.17509,0.059059,0.97966,-0.19176,0.18943,0.17761,0.9657,11.231,-10.084,5.4412,0.093216,-0.091991,0.038465,0.99064,0.68292,-0.67395,0.2818,15.69,1.902,150.77,-862.38,-0.003736,0.20035,-0.90606,-0.068342,0.20416,-0.95725,-0.03142,0.20013,-0.97434,0.049102,0.18711,-0.95377
4352,0.97586,-0.097171,-0.19558,0.059848,0.98026,-0.18841,0.21002,0.17216,0.96242,11.077,-11.278,5.6864,0.091076,-0.10245,0.039661,0.98977,0.63823,-0.71793,0.27793,16.408,3.7503,150.41,-862.44,-0.0024263,0.20015,-0.90586,-0.068044,0.20458,-0.95568,-0.031471,0.20032,-0.97355,0.04939,0.18701,-0.95457
4355,0.97045,-0.098854,-0.22012,0.057388,0.98061,-0.18738,0.23437,0.16921,0.95731,11.075,-12.716,5.8163,0.090185,-0.11495,0.039516,0.98848,0.59586,-0.75946,0.26108,17.411,5.7695,150.22,-862.94,-0.0014967,0.20016,-0.90596,-0.06831,0.20478,-0.95415,-0.03225,0.20065,-0.97279,0.049043,0.1869,-0.95591
4357,0.96505,-0.10157,-0.24158,0.05474,0.97963,-0.1932,0.25628,0.17323,0.95095,11.484,-13.98,6.0081,0.092826,-0.12612,0.039597,0.98687,0.57468,-0.7808,0.24514,18.591,7.242,150.47,-863.1,-0.00095113,0.20024,-0.90614,-0.068864,0.20474,-0.95283,-0.033224,0.20049,-0.97235,0.048414,0.18662,-0.95734
4359,0.95883,-0.1015,-0.26522,0.050647,0.98009,-0.19199,0.27943,0.17066,0.94488,11.486,-15.38,6.0429,0.092008,-0.13818,0.038602,0.98537,0.53982,-0.81074,0.22648,19.627,9.0981,150.2,-863.75,-0.0002496,0.20018,-0.90632,-0.069327,0.20474,-0.95139,-0.034173,0.2007,-0.97171,0.047736,0.18651,-0.95874
4361,0.9516,-0.10382,-0.28927,0.049674,0.9808,-0.18859,0.30329,0.16509,0.93849,11.362,-16.814,6.2261,0.089883,-0.15059,0.039007,0.98373,0.5003,-0.83819,0.21712,20.7,10.733,149.86,-864.3,0.00055915,0.20006,-0.90641,-0.06957,0.20511,-0.94974,-0.034945,0.20101,-0.97088,0.047216,0.1865,-0.95987
4363,0.94306,-0.10969,-0.31402,0.049156,0.97965,-0.19459,0.32898,0.16807,0.92926,11.827,-18.302,6.6347,0.092392,-0.16381,0.040469,0.98132,0.48027,-0.85152,0.21036,22.183,12.389,150.22,-864.26,0.0014021,0.20021,-0.90641,-0.069848,0.20545,-0.94786,-0.035806,0.20097,-0.97002,0.046533,0.18626,-0.96121
4365,0.93245,-0.11393,-0.34288,0.049531,0.98033,-0.19105,0.3579,0.16116,0.91975,11.735,-20.052,6.9663,0.089957,-0.17898,0.04175,0.97884,0.43963,-0.8747,0.20403,23.615,14.14,149.69,-864.99,0.0021573,0.20001,-0.90649,-0.070266,0.20587,-0.94575,-0.036942,0.20136,-0.96889,0.045565,0.186,-0.96255
4367,0.92218,-0.11631,-0.36886,0.046997,0.98034,-0.19163,0.3839,0.15938,0.90952,11.898,-21.645,7.1886,0.089891,-0.19277,0.041821,0.97622,0.41468,-0.88928,0.19293,25.039,15.679,149.58,-865.19,0.0028233,0.19987,-0.90646,-0.070626,0.20607,-0.94366,-0.037995,0.2013,-0.96779,0.044626,0.18595,-0.96377
4369,0.91179,-0.11844,-0.39321,0.044382,0.98032,-0.19237,0.40826,0.15794,0.8991,12.077,-23.155,7.4012,0.089957,-0.20581,0.041811,0.97355,0.39373,-0.90082,0.183,26.414,17.476,149.46,-865.87,0.0035313,0.1999,-0.9066,-0.070838,0.2062,-0.94184,-0.038903,0.20155,-0.96679,0.043714,0.18575,-0.96502
4371,0.89347,-0.12341,-0.43183,0.037893,0.97879,-0.20131,0.44752,0.1635,0.8792,12.897,-25.584,7.8639,0.094177,-0.227,0.041639,0.96843,0.37781,-0.91069,0.16705,28.868,19.841,149.71,-866.79,0.0042295,0.19988,-0.90724,-0.071671,0.20611,-0.93926,-0.040841,0.20119,-0.96561,0.04172,0.18521,-0.9674
