frames,r11,r21,r31,r12,r22,r32,r13,r23,r33,roll,pitch,yaw,q1,q2,q3,q4,u1,u2,u3,angle,Sx,Sy,Sz,M1x,M1y,M1z,M2x,M2y,M2z,M3x,M3y,M3z,M4x,M4y,M4z
5800,0.99769,0.0083448,0.067435,0.0015674,0.98934,-0.14562,-0.067931,0.14539,0.98704,8.3922,3.8667,-0.47922,0.072988,0.033952,-0.0016999,0.99675,0.9065,0.42168,-0.021112,9.2364,3.2332,112.87,-632.45,0.010766,0.14337,-0.61943,-0.044258,0.16939,-0.67554,-0.0048605,0.17081,-0.68615,0.071354,0.14692,-0.65943
5939,0.99737,0.007802,0.072066,0.0012575,0.99218,-0.12482,-0.072476,0.12458,0.98956,7.1891,4.1327,-0.44819,0.062513,0.03623,-0.0016404,0.99738,0.86497,0.5013,-0.022698,8.289,2.7868,111.97,-630.82,0.010256,0.14219,-0.61713,-0.044518,0.16933,-0.67287,-0.0050589,0.17099,-0.68332,0.071073,0.14668,-0.65683
5940,0.99712,0.0069853,0.075492,0.00081821,0.9947,-0.10285,-0.07581,0.10261,0.99183,5.92,4.3295,-0.40137,0.05147,0.037903,-0.0015449,0.99795,0.80498,0.5928,-0.024163,7.3319,2.8108,111.08,-629.29,0.010191,0.141,-0.6149,-0.044461,0.16934,-0.67026,-0.0049516,0.17127,-0.68051,0.071075,0.1464,-0.6543
5943,0.99685,0.004658,0.079213,0.001971,0.99651,-0.083403,-0.079325,0.083296,0.99336,4.7993,4.5433,-0.26773,0.041744,0.0397,-0.00067285,0.99834,0.72457,0.6891,-0.011679,6.6055,2.7627,110.18,-627.18,0.010226,0.13981,-0.61224,-0.044234,0.16937,-0.66726,-0.004707,0.17133,-0.67739,0.071195,0.1461,-0.65135
5955,0.99792,0.010214,0.063703,0.00035209,0.98651,-0.16369,-0.064516,0.16337,0.98445,9.4405,3.6524,-0.58643,0.082086,0.03218,-0.0024751,0.9961,0.93065,0.36484,-0.028062,10.12,3.3305,113.73,-634.95,0.010892,0.14447,-0.62251,-0.044346,0.16942,-0.67887,-0.0049746,0.17068,-0.68968,0.071342,0.1473,-0.6627
5979,0.99876,0.01133,0.04855,-0.0040403,0.98903,-0.14768,-0.04969,0.1473,0.98784,8.5027,2.7828,-0.64992,0.073972,0.024635,-0.0038542,0.99695,0.94761,0.31559,-0.049374,8.9543,3.9378,113.71,-635.06,0.011459,0.14426,-0.62214,-0.044691,0.16989,-0.67731,-0.0055167,0.17161,-0.68859,0.071239,0.14768,-0.66329
5982,0.99979,0.010543,0.017851,-0.0078999,0.98982,-0.14214,-0.019168,0.14197,0.98969,8.1729,1.0229,-0.60417,0.071211,0.0092788,-0.0046227,0.99741,0.98957,0.12894,-0.064238,8.2533,5.0621,113.49,-634.1,0.012952,0.14396,-0.62123,-0.044849,0.16989,-0.67452,-0.006073,0.17173,-0.68701,0.071452,0.14754,-0.66426
5984,0.9999,0.011535,-0.008021,-0.01256,0.98974,-0.14235,0.0062967,0.14244,0.98978,8.1841,-0.45958,-0.66094,0.07138,-0.0035887,-0.0060392,0.99742,0.99519,-0.050034,-0.084199,8.2261,6.0256,113.49,-633.39,0.014318,0.14398,-0.62081,-0.044881,0.1699,-0.67257,-0.0064115,0.17164,-0.68612,0.071642,0.14772,-0.66526
5986,0.9991,0.011288,-0.040988,-0.016946,0.98995,-0.14042,0.038991,0.14098,0.98924,8.0788,-2.3491,-0.64733,0.070542,-0.020049,-0.0070777,0.99728,0.95745,-0.27213,-0.096065,8.4503,7.4226,113.46,-632.95,0.016088,0.14393,-0.62057,-0.044767,0.1699,-0.67031,-0.0067448,0.1717,-0.68507,0.07193,0.14766,-0.66693
5987,0.99808,0.0079435,-0.061437,-0.016511,0.98998,-0.14022,0.059708,0.14097,0.98821,8.0761,-3.5223,-0.456,0.070507,-0.030376,-0.0061317,0.99703,0.91548,-0.39441,-0.079616,8.8342,7.9539,113.45,-632.63,0.017158,0.14389,-0.62057,-0.04459,0.17019,-0.66899,-0.0069042,0.17162,-0.68464,0.072086,0.14765,-0.66795
5988,0.9966,0.0072417,-0.08209,-0.018587,0.99022,-0.1383,0.080285,0.13935,0.98698,7.9765,-4.7087,-0.41633,0.069641,-0.040727,-0.0064784,0.99672,0.86045,-0.50321,-0.080044,9.2847,8.8452,113.4,-632.51,0.018342,0.14381,-0.62061,-0.044397,0.17026,-0.6677,-0.0070279,0.17167,-0.68418,0.072264,0.14765,-0.66917
5989,0.99175,0.0065224,-0.12803,-0.024237,0.99023,-0.1373,0.12588,0.13927,0.98222,7.9577,-7.3556,-0.37681,0.069455,-0.063763,-0.0077245,0.99552,0.73419,-0.67402,-0.081653,10.857,10.99,113.47,-632.31,0.021036,0.14388,-0.62086,-0.043814,0.17037,-0.66503,-0.0072092,0.17174,-0.68313,0.072629,0.14766,-0.67182
5990,0.98832,0.0053079,-0.15227,-0.026699,0.98996,-0.13878,0.15001,0.14123,0.97855,8.072,-8.7586,-0.30771,0.070382,-0.07598,-0.0080451,0.99459,0.67752,-0.73141,-0.077445,11.925,12.186,113.49,-632.3,0.022435,0.14391,-0.62106,-0.043452,0.17029,-0.6637,-0.0072723,0.17174,-0.68266,0.072809,0.14739,-0.67332
5991,0.98418,0.0058307,-0.17709,-0.030717,0.98994,-0.13812,0.1745,0.14138,0.97446,8.0675,-10.2,-0.33944,0.070328,-0.088467,-0.0091963,0.99355,0.62024,-0.78021,-0.081105,13.021,13.381,113.44,-632.32,0.02393,0.14387,-0.62139,-0.043012,0.17023,-0.66234,-0.0073457,0.17165,-0.68224,0.072904,0.14742,-0.67484
5992,0.97921,0.0035197,-0.20283,-0.032402,0.98973,-0.13925,0.20025,0.14293,0.96926,8.1757,-11.702,-0.20595,0.071097,-0.10156,-0.0090505,0.99224,0.57198,-0.81703,-0.072811,14.281,14.454,113.46,-632.31,0.025365,0.14388,-0.62173,-0.042525,0.17029,-0.66092,-0.0074128,0.1716,-0.68182,0.073011,0.14725,-0.67647
5993,0.97349,0.0028875,-0.22872,-0.035429,0.98976,-0.1383,0.22598,0.14274,0.96362,8.1675,-13.222,-0.16995,0.070911,-0.11473,-0.009668,0.99082,0.52442,-0.84845,-0.071499,15.543,15.62,113.41,-632.32,0.026891,0.14382,-0.62211,-0.042036,0.17035,-0.65949,-0.0074785,0.17152,-0.68133,0.073027,0.14726,-0.67802
5994,0.96748,0.0034741,-0.25292,-0.039679,0.98961,-0.13819,0.24981,0.14373,0.95757,8.2117,-14.65,-0.20574,0.071243,-0.12705,-0.010905,0.98927,0.48775,-0.86979,-0.074659,16.798,16.899,113.4,-632.44,0.028329,0.14384,-0.62246,-0.041511,0.17021,-0.65815,-0.0075021,0.17149,-0.68077,0.073042,0.14718,-0.6796
5995,0.96078,0.0028854,-0.2773,-0.042946,0.98943,-0.1385,0.27397,0.14498,0.95075,8.2884,-16.099,-0.17207,0.071765,-0.13955,-0.011602,0.98754,0.45607,-0.88688,-0.073734,18.107,18.075,113.39,-632.5,0.029771,0.14383,-0.62287,-0.040949,0.17019,-0.6568,-0.0074948,0.1714,-0.6803,0.07304,0.14709,-0.68109
5996,0.95349,0.00097785,-0.30141,-0.0446,0.98944,-0.13788,0.29809,0.14491,0.94347,8.3145,-17.542,-0.058759,0.071724,-0.15205,-0.01156,0.9857,0.42563,-0.9023,-0.068599,19.403,19.155,113.37,-632.56,0.031173,0.1438,-0.62327,-0.040384,0.17031,-0.65544,-0.0075039,0.17141,-0.67981,0.072958,0.147,-0.68257
5997,0.94615,-0.00014253,-0.32373,-0.047628,0.98906,-0.13963,0.32021,0.14753,0.93579,8.4868,-18.889,0.0086314,0.072978,-0.16365,-0.012068,0.98374,0.40636,-0.91124,-0.067196,20.691,20.247,113.36,-632.59,0.032482,0.14382,-0.62367,-0.039749,0.17023,-0.65418,-0.0074807,0.17128,-0.67937,0.072915,0.14683,-0.68399
5998,0.93871,0.002018,-0.3447,-0.052869,0.98899,-0.13819,0.34062,0.14794,0.92849,8.4653,-20.163,-0.12317,0.072855,-0.1745,-0.013975,0.98186,0.38424,-0.92029,-0.073706,21.86,21.43,113.37,-632.77,0.033788,0.14384,-0.62411,-0.039143,0.17009,-0.653,-0.0074601,0.17123,-0.67888,0.072784,0.14696,-0.68526
5999,0.93074,0.0029287,-0.36567,-0.056447,0.98913,-0.13575,0.3613,0.14699,0.92079,8.3868,-21.449,-0.18029,0.072138,-0.18547,-0.015149,0.97988,0.36144,-0.9293,-0.075902,23.025,22.533,113.27,-633.07,0.035033,0.14374,-0.6246,-0.038557,0.16996,-0.65184,-0.0074188,0.17118,-0.67834,0.072682,0.14687,-0.68659
6000,0.9223,0.0012921,-0.38648,-0.058114,0.98909,-0.13538,0.38209,0.14732,0.91231,8.4404,-22.736,-0.080268,0.072284,-0.19652,-0.01519,0.97771,0.3443,-0.93607,-0.072352,24.238,23.496,113.31,-633.12,0.036275,0.14378,-0.62504,-0.037895,0.17013,-0.65063,-0.0073479,0.17119,-0.67786,0.072537,0.14689,-0.68783
